transaction_id,user_id,timestamp,transaction_type,feature_name,amount
T_4283057,U_09399,2026-06-15 01:28:16.849684,coin_sink,Daily Reward,3612.0
T_4433694,U_01164,2025-08-14 10:53:23.600360,coin_source,Baloot Room,3707.0
T_2441707,U_04522,2025-12-13 00:47:31.485148,iap_purchase,Baloot Room,4.99
T_1835133,U_00003,2025-07-03 01:45:07.830783,iap_purchase,Daily Reward,19.99
T_8279612,U_01791,2025-09-13 08:11:48.550855,coin_sink,Store Bundle,3653.0
T_2036454,U_01078,2025-08-30 07:32:46.876687,coin_sink,Daily Reward,820.0
T_3798000,U_06429,2026-02-23 15:29:28.136813,coin_source,Tournament Entry,8883.0
T_3110634,U_06742,2026-03-11 01:42:23.654365,coin_sink,Store Bundle,602.0
T_8862144,U_01893,2025-09-23 01:33:27.920792,coin_sink,Store Bundle,4203.0
T_4040109,U_05866,2026-02-01 02:15:13.771377,iap_purchase,Tournament Entry,4.99
T_4346641,U_02341,2025-10-17 10:02:42.016201,coin_source,Baloot Room,3039.0
T_2793282,U_02549,2025-10-15 00:16:16.417641,coin_sink,Tournament Entry,4171.0
T_7969773,U_00594,2025-08-11 15:31:11.827182,coin_source,Baloot Room,6091.0
T_7064216,U_02579,2025-10-13 02:33:13.879387,coin_sink,Daily Reward,122.0
T_3484836,U_00746,2025-08-13 04:41:06.966696,coin_source,Tournament Entry,7271.0
T_4101311,U_04182,2025-12-01 14:55:20.252025,coin_sink,Tournament Entry,2178.0
T_7048740,U_08985,2026-06-20 22:46:15.877587,coin_sink,Daily Reward,4232.0
T_7707454,U_03601,2025-11-24 09:54:55.409540,iap_purchase,Tournament Entry,4.99
T_5308260,U_02220,2025-10-06 00:02:18.253825,coin_sink,Tournament Entry,3963.0
T_9415990,U_08171,2026-04-26 05:38:08.748874,coin_source,Baloot Room,798.0
T_8607521,U_02643,2025-10-05 10:37:24.464446,iap_purchase,Store Bundle,9.99
T_8511918,U_05932,2026-03-16 12:04:32.187218,coin_sink,Baloot Room,1848.0
T_7139973,U_06112,2026-02-11 01:46:16.957695,coin_sink,Tournament Entry,962.0
T_5575271,U_01684,2025-09-03 10:27:19.603960,coin_source,Baloot Room,8329.0
T_2753993,U_04094,2025-12-02 09:49:35.697569,coin_sink,Baloot Room,1201.0
T_3474440,U_05619,2026-01-22 01:51:36.669666,iap_purchase,Store Bundle,4.99
T_6145421,U_06553,2026-03-05 04:07:33.645364,coin_sink,Baloot Room,4970.0
T_7456162,U_07072,2026-03-19 02:48:55.733573,coin_source,Daily Reward,6225.0
T_8158046,U_08316,2026-05-04 12:40:06.480648,iap_purchase,Baloot Room,4.99
T_8279333,U_03010,2025-10-20 20:08:51.413141,coin_source,Daily Reward,870.0
T_7973581,U_00351,2025-07-20 18:37:50.387038,coin_sink,Baloot Room,2248.0
T_2674008,U_09560,2026-06-18 22:31:17.227722,coin_sink,Store Bundle,3571.0
T_8976867,U_07646,2026-04-15 01:41:23.168316,coin_source,Tournament Entry,8910.0
T_7982805,U_03949,2026-01-07 02:47:37.965796,coin_source,Tournament Entry,2251.0
T_2015158,U_00074,2025-07-16 15:57:15.823582,coin_sink,Daily Reward,3100.0
T_1201253,U_00924,2025-08-14 16:37:43.906390,coin_sink,Store Bundle,4251.0
T_6810450,U_01024,2025-08-11 08:14:15.445544,coin_source,Store Bundle,6675.0
T_2050258,U_03302,2025-11-23 11:57:54.707470,coin_source,Tournament Entry,2405.0
T_9768713,U_03722,2025-11-14 19:55:19.171917,coin_sink,Baloot Room,2674.0
T_4515258,U_00308,2025-07-17 04:57:32.025202,coin_source,Tournament Entry,2535.0
T_9931685,U_01297,2025-08-23 07:24:34.347434,coin_source,Baloot Room,2874.0
T_1114603,U_04505,2025-12-12 09:53:54.923492,iap_purchase,Tournament Entry,4.99
T_1871350,U_02481,2025-10-06 12:41:50.171017,coin_source,Tournament Entry,9559.0
T_7297948,U_02301,2025-10-27 23:00:05.400540,coin_sink,Store Bundle,4421.0
T_3995834,U_05421,2026-01-28 20:23:41.422142,coin_sink,Store Bundle,1426.0
T_9497531,U_09170,2026-06-03 16:50:50.225022,iap_purchase,Store Bundle,9.99
T_9815974,U_05598,2026-01-24 07:27:44.446444,coin_sink,Tournament Entry,1066.0
T_1894925,U_06503,2026-03-01 08:19:17.875787,coin_source,Daily Reward,2201.0
T_8076814,U_02208,2025-09-21 13:31:31.269126,coin_source,Tournament Entry,2547.0
T_5685340,U_06232,2026-02-18 10:54:06.804680,coin_source,Daily Reward,5645.0
T_7473130,U_08772,2026-06-05 04:09:51.899189,coin_source,Daily Reward,9900.0
T_7413649,U_06947,2026-03-15 13:18:16.309630,iap_purchase,Store Bundle,9.99
T_9168366,U_03713,2025-12-29 12:02:13.933393,coin_source,Daily Reward,1679.0
T_7926286,U_03884,2025-11-26 17:50:53.465346,coin_source,Store Bundle,490.0
T_9345115,U_00030,2025-07-02 01:24:23.546354,iap_purchase,Store Bundle,4.99
T_7633213,U_01505,2025-09-13 21:38:08.748874,iap_purchase,Baloot Room,4.99
T_1279486,U_08839,2026-06-16 14:51:44.230423,coin_sink,Daily Reward,4321.0
T_4379689,U_01427,2025-08-28 01:18:03.348334,coin_sink,Tournament Entry,4879.0
T_6821491,U_06658,2026-03-09 00:06:54.761476,iap_purchase,Daily Reward,9.99
T_2545949,U_05548,2026-01-22 11:39:28.676867,coin_sink,Baloot Room,2535.0
T_6016335,U_03928,2025-11-28 08:23:45.742574,coin_source,Baloot Room,9704.0
T_3311144,U_03829,2025-11-25 17:39:48.118811,coin_source,Tournament Entry,7338.0
T_9733563,U_09910,2026-06-29 17:09:07.614761,iap_purchase,Daily Reward,4.99
T_7620111,U_09240,2026-06-21 06:10:24.302430,coin_sink,Baloot Room,3159.0
T_3257398,U_01729,2025-09-04 01:52:45.796579,coin_sink,Tournament Entry,4647.0
T_9646474,U_03477,2025-11-04 21:16:49.900990,iap_purchase,Daily Reward,4.99
T_5263444,U_03598,2025-11-20 07:17:13.663366,iap_purchase,Daily Reward,4.99
T_1582845,U_08241,2026-04-28 18:57:42.826282,coin_sink,Daily Reward,2090.0
T_1149495,U_00681,2025-08-01 19:44:22.466246,coin_source,Tournament Entry,534.0
T_4252956,U_02980,2025-10-22 17:51:53.951395,iap_purchase,Daily Reward,4.99
T_1045474,U_09571,2026-06-27 08:09:30.297029,coin_sink,Tournament Entry,4429.0
T_9594548,U_02717,2025-10-08 03:27:14.203420,coin_sink,Tournament Entry,3820.0
T_5812876,U_04711,2025-12-20 22:22:21.494149,coin_sink,Tournament Entry,3220.0
T_7619083,U_02597,2025-10-14 18:19:24.356435,coin_sink,Store Bundle,2503.0
T_3212527,U_08043,2026-04-21 13:29:47.578757,coin_sink,Tournament Entry,1159.0
T_2664599,U_02964,2025-11-27 03:50:51.305130,coin_sink,Daily Reward,2551.0
T_1741156,U_02945,2025-10-22 11:12:06.912691,coin_sink,Store Bundle,3083.0
T_4786256,U_03202,2025-11-05 20:21:23.168316,coin_sink,Baloot Room,1115.0
T_9440784,U_00505,2025-08-04 09:32:53.357335,coin_source,Daily Reward,2185.0
T_6987594,U_04616,2025-12-23 11:08:39.531953,coin_sink,Tournament Entry,4144.0
T_6811518,U_02241,2025-09-24 18:26:10.477047,coin_sink,Daily Reward,1391.0
T_4774426,U_08478,2026-05-18 10:35:40.774077,coin_sink,Tournament Entry,602.0
T_7457463,U_05038,2026-01-02 20:51:11.827182,iap_purchase,Baloot Room,4.99
T_5109008,U_04983,2025-12-29 20:40:06.480648,coin_source,Baloot Room,6935.0
T_4869820,U_02084,2025-10-10 00:53:25.760576,iap_purchase,Daily Reward,9.99
T_2212065,U_05368,2026-01-22 21:57:43.906390,coin_sink,Daily Reward,2739.0
T_1007184,U_04275,2025-12-21 00:23:54.383438,iap_purchase,Tournament Entry,4.99
T_4763637,U_02268,2025-10-02 18:05:26.192619,coin_sink,Daily Reward,4369.0
T_8730829,U_05661,2026-02-24 14:39:21.116111,coin_sink,Daily Reward,2023.0
T_3608007,U_04444,2025-12-15 04:27:26.084608,coin_sink,Daily Reward,3576.0
T_2195593,U_09231,2026-06-05 22:17:19.063906,coin_source,Store Bundle,9003.0
T_5067221,U_03217,2025-11-10 09:29:51.899189,coin_sink,Daily Reward,4017.0
T_5438616,U_05337,2026-01-30 18:48:12.529252,coin_source,Daily Reward,7598.0
T_6953392,U_01393,2025-08-27 19:30:50.225022,coin_source,Baloot Room,4048.0
T_9267518,U_07981,2026-04-24 07:10:44.824482,coin_source,Baloot Room,4698.0
T_9150617,U_08834,2026-05-27 10:28:54.653465,coin_source,Tournament Entry,523.0
T_3317666,U_02557,2025-10-15 07:16:47.740774,coin_source,Daily Reward,3539.0
T_6864665,U_04409,2025-12-25 21:47:39.045904,coin_sink,Baloot Room,4960.0
T_7338984,U_07936,2026-04-16 15:45:18.631863,coin_source,Baloot Room,971.0
T_2772630,U_05503,2026-01-24 20:14:02.484248,coin_sink,Baloot Room,4700.0
T_5202711,U_07304,2026-03-24 14:04:04.104410,coin_sink,Daily Reward,973.0
T_2575214,U_04413,2025-12-20 01:17:54.707470,coin_source,Store Bundle,3784.0
T_7696591,U_01342,2025-08-19 22:50:00.540054,coin_sink,Tournament Entry,2014.0
T_2062604,U_04481,2025-12-14 12:52:20.954095,coin_source,Baloot Room,9210.0
T_4359555,U_07697,2026-04-15 22:22:12.853285,coin_sink,Store Bundle,1249.0
T_5644426,U_04857,2026-01-02 06:16:53.141314,coin_sink,Store Bundle,2838.0
T_3607780,U_00110,2025-07-05 23:29:36.777677,iap_purchase,Store Bundle,4.99
T_4644030,U_02435,2025-09-27 20:23:50.063006,coin_sink,Tournament Entry,1779.0
T_2227729,U_08299,2026-04-30 21:46:29.918991,coin_source,Store Bundle,6605.0
T_7390107,U_03990,2025-11-25 14:42:48.496849,coin_sink,Store Bundle,580.0
T_7629383,U_05467,2026-01-28 12:41:41.530153,coin_source,Daily Reward,4546.0
T_7416575,U_02354,2025-09-27 21:26:02.916291,coin_source,Store Bundle,2048.0
T_5381473,U_00987,2025-08-08 23:49:20.576057,coin_sink,Store Bundle,1400.0
T_5814987,U_06261,2026-02-17 12:18:30.351035,coin_source,Daily Reward,1265.0
T_4274871,U_04787,2025-12-23 16:57:19.063906,coin_sink,Store Bundle,4256.0
T_9126644,U_04495,2025-12-12 01:08:15.769576,coin_source,Store Bundle,9872.0
T_8145477,U_00894,2025-08-18 14:20:46.444644,coin_sink,Baloot Room,1675.0
T_5712067,U_00924,2025-08-08 16:37:43.906390,coin_source,Tournament Entry,2829.0
T_6009016,U_03370,2025-11-06 23:32:20.954095,coin_source,Daily Reward,7705.0
T_2913842,U_05189,2026-01-12 09:08:33.051305,coin_source,Daily Reward,8518.0
T_4149377,U_02400,2025-10-03 13:44:03.024302,coin_source,Tournament Entry,1783.0
T_6631799,U_09203,2026-06-04 21:45:29.432943,iap_purchase,Store Bundle,4.99
T_7055402,U_08528,2026-05-22 06:23:56.543654,coin_sink,Tournament Entry,804.0
T_2502620,U_04929,2026-01-02 21:21:35.049504,iap_purchase,Tournament Entry,4.99
T_7109336,U_05482,2026-01-24 01:50:10.261026,coin_source,Baloot Room,5397.0
T_1237366,U_07473,2026-04-11 18:07:35.805580,coin_source,Baloot Room,3802.0
T_1686477,U_03253,2025-11-07 17:02:12.853285,coin_source,Daily Reward,1430.0
T_5427869,U_09217,2026-06-06 10:01:24.248424,coin_sink,Daily Reward,3186.0
T_3006140,U_09405,2026-06-11 06:43:40.342034,coin_source,Tournament Entry,7889.0
T_3207703,U_01816,2025-09-15 06:05:56.435643,coin_sink,Tournament Entry,3601.0
T_9136939,U_05299,2026-01-11 09:30:43.744374,coin_sink,Baloot Room,481.0
T_4902924,U_06828,2026-03-11 05:03:00.378037,coin_source,Daily Reward,5591.0
T_2428307,U_07945,2026-04-19 23:38:23.870387,coin_source,Baloot Room,6920.0
T_8933373,U_08852,2026-05-24 02:15:05.130513,coin_sink,Baloot Room,980.0
T_1653031,U_04720,2025-12-22 06:15:26.732673,coin_source,Baloot Room,5806.0
T_4777284,U_09510,2026-06-24 02:43:01.458145,coin_source,Daily Reward,1388.0
T_2197650,U_05219,2026-01-08 11:25:30.513051,coin_source,Baloot Room,9835.0
T_6931349,U_08341,2026-05-01 10:34:14.365436,coin_source,Store Bundle,4071.0
T_7997243,U_05068,2026-01-10 23:08:09.288928,coin_sink,Store Bundle,4443.0
T_2559444,U_08997,2026-05-28 09:17:02.862286,coin_sink,Daily Reward,2499.0
T_3853106,U_04948,2026-01-26 14:00:19.441944,iap_purchase,Tournament Entry,4.99
T_6661991,U_00848,2025-07-31 22:02:46.336633,coin_sink,Baloot Room,3819.0
T_2670693,U_05479,2026-02-14 23:12:28.514851,coin_source,Store Bundle,3667.0
T_2432803,U_05885,2026-01-31 18:53:58.163816,iap_purchase,Baloot Room,9.99
T_8861053,U_04386,2025-12-08 01:38:38.991899,iap_purchase,Daily Reward,4.99
T_5229569,U_09888,2026-06-29 21:52:41.476147,coin_source,Baloot Room,5374.0
T_6343213,U_00387,2025-07-21 02:10:11.341134,coin_sink,Tournament Entry,3253.0
T_4621154,U_04478,2025-12-29 10:14:39.207920,coin_sink,Baloot Room,659.0
T_3264750,U_02426,2025-09-27 12:30:44.824482,coin_source,Store Bundle,9511.0
T_5977049,U_09235,2026-06-11 01:47:34.725472,coin_source,Store Bundle,6291.0
T_4247938,U_03524,2025-11-09 14:27:23.924392,coin_sink,Store Bundle,2578.0
T_5386259,U_01750,2025-10-16 20:16:38.019801,coin_source,Tournament Entry,6095.0
T_4520503,U_00001,2025-07-22 00:00:00.000000,coin_sink,Tournament Entry,4243.0
T_3776799,U_09745,2026-06-21 16:35:51.575157,coin_sink,Tournament Entry,3292.0
T_2306781,U_00634,2025-07-29 02:33:48.442844,coin_source,Baloot Room,4231.0
T_2014354,U_07971,2026-04-23 22:25:05.670567,coin_sink,Store Bundle,3186.0
T_8144191,U_02580,2025-10-15 03:25:47.794779,coin_sink,Daily Reward,3592.0
T_6739736,U_03383,2025-11-04 10:55:41.854185,coin_source,Store Bundle,3070.0
T_6078095,U_04776,2025-12-22 07:19:05.994599,coin_sink,Daily Reward,824.0
T_9257734,U_08547,2026-05-09 23:02:40.936093,iap_purchase,Daily Reward,9.99
T_8439017,U_08697,2026-05-14 10:27:28.244824,coin_source,Daily Reward,334.0
T_9817542,U_05775,2026-01-28 18:31:47.470747,coin_sink,Baloot Room,1510.0
T_8747852,U_06603,2026-03-07 23:55:49.414941,coin_sink,Baloot Room,1740.0
T_3649597,U_00643,2025-07-25 10:26:53.681368,coin_source,Store Bundle,9606.0
T_1363415,U_02507,2025-10-05 11:28:31.971197,coin_source,Store Bundle,2507.0
T_9777339,U_01745,2025-09-03 15:53:48.442844,iap_purchase,Store Bundle,9.99
T_5747946,U_07009,2026-03-13 19:37:19.063906,iap_purchase,Baloot Room,4.99
T_3881206,U_05848,2026-01-30 10:29:03.294329,coin_source,Daily Reward,4147.0
T_8665601,U_08942,2026-06-17 09:05:57.515751,coin_source,Daily Reward,6569.0
T_5277808,U_05667,2026-02-19 19:54:44.608460,iap_purchase,Baloot Room,4.99
T_9050166,U_03904,2025-11-20 11:22:11.773177,coin_sink,Baloot Room,3973.0
T_4973164,U_08605,2026-05-11 01:51:28.028802,coin_sink,Store Bundle,1896.0
T_3161340,U_05855,2026-02-16 16:37:00.702070,coin_source,Tournament Entry,519.0
T_9509474,U_02603,2025-10-05 23:34:47.848784,iap_purchase,Tournament Entry,9.99
T_6634856,U_07990,2026-04-28 15:03:50.063006,iap_purchase,Daily Reward,49.99
T_7403815,U_06436,2026-03-07 21:37:25.544554,coin_source,Daily Reward,298.0
T_4374929,U_04157,2025-12-02 17:01:12.367236,coin_sink,Store Bundle,2783.0
T_9464152,U_07857,2026-04-22 18:32:39.315931,coin_sink,Store Bundle,3825.0
T_5247348,U_08491,2026-05-29 21:59:01.674167,coin_sink,Daily Reward,3525.0
T_3645086,U_02876,2025-10-30 22:45:06.750675,coin_sink,Daily Reward,1768.0
T_3900676,U_04591,2025-12-19 13:14:31.647164,coin_sink,Daily Reward,4824.0
T_6083299,U_03884,2025-11-19 17:50:53.465346,coin_sink,Tournament Entry,3820.0
T_1398811,U_06252,2026-02-24 04:25:25.112511,coin_sink,Tournament Entry,3276.0
T_8836473,U_01809,2025-09-07 23:57:59.027902,coin_source,Baloot Room,9371.0
T_3542825,U_00202,2025-07-08 08:05:36.993699,coin_source,Baloot Room,4493.0
T_1906642,U_04323,2025-12-10 18:27:02.322232,iap_purchase,Baloot Room,4.99
T_4497256,U_02279,2025-09-26 03:43:39.261926,coin_source,Store Bundle,4410.0
T_3916480,U_01280,2025-08-16 16:30:57.785778,coin_sink,Tournament Entry,2928.0
T_8585578,U_06575,2026-02-25 23:23:59.783978,coin_source,Tournament Entry,9414.0
T_3629222,U_06644,2026-03-22 11:50:59.945994,coin_source,Tournament Entry,7842.0
T_6153260,U_00916,2025-08-10 09:37:12.583258,coin_sink,Daily Reward,4361.0
T_8494267,U_00500,2025-07-23 05:10:03.780378,iap_purchase,Baloot Room,4.99
T_4576132,U_08572,2026-05-09 20:56:48.820882,iap_purchase,Tournament Entry,19.99
T_8080595,U_07828,2026-04-12 17:08:15.769576,coin_sink,Store Bundle,4502.0
T_5212257,U_04326,2025-12-14 21:04:44.068406,coin_sink,Daily Reward,956.0
T_3322257,U_09560,2026-06-25 22:31:17.227722,coin_sink,Daily Reward,4882.0
T_2756994,U_08979,2026-05-31 17:30:52.385238,iap_purchase,Daily Reward,4.99
T_5015064,U_03471,2025-11-09 16:01:26.408640,coin_source,Store Bundle,4955.0
T_3556368,U_06639,2026-03-06 07:28:10.369036,coin_source,Tournament Entry,7661.0
T_9369032,U_00960,2025-08-10 00:10:04.860486,coin_source,Store Bundle,3280.0
T_4506523,U_01350,2025-09-06 05:50:31.863186,coin_sink,Tournament Entry,4981.0
T_9294551,U_09024,2026-06-07 08:56:18.577857,coin_source,Tournament Entry,488.0
T_4093837,U_02335,2025-09-29 04:47:18.523852,coin_sink,Baloot Room,3504.0
T_8692932,U_08428,2026-05-11 14:47:25.004500,coin_sink,Baloot Room,3628.0
T_4828615,U_07255,2026-04-07 19:08:22.250225,coin_sink,Store Bundle,103.0
T_3792351,U_09650,2026-06-23 05:22:09.612961,coin_source,Store Bundle,4090.0
T_2770459,U_03966,2025-11-23 17:41:14.527452,coin_sink,Baloot Room,2803.0
T_4640900,U_06116,2026-02-18 05:16:32.619261,coin_source,Tournament Entry,7240.0
T_7746489,U_02427,2025-09-29 13:23:18.739873,coin_source,Daily Reward,5746.0
T_8525684,U_04823,2025-12-25 00:29:40.018001,coin_sink,Store Bundle,2017.0
T_5552002,U_03534,2025-11-14 23:13:03.078307,coin_source,Daily Reward,6407.0
T_3720937,U_08090,2026-05-01 06:40:21.602160,iap_purchase,Tournament Entry,4.99
T_7326739,U_03328,2025-11-11 10:44:36.507650,coin_source,Tournament Entry,3346.0
T_4202790,U_04563,2025-12-28 12:42:42.016201,coin_source,Daily Reward,2362.0
T_1322183,U_08172,2026-04-27 06:30:42.664266,coin_sink,Baloot Room,236.0
T_5989090,U_02913,2025-11-09 07:10:01.620162,coin_sink,Daily Reward,933.0
T_3279079,U_03143,2025-10-28 16:40:02.160216,coin_source,Daily Reward,4475.0
T_8458441,U_05448,2026-01-24 20:02:57.137713,coin_sink,Tournament Entry,4926.0
T_2115703,U_01343,2025-08-25 23:42:34.455445,coin_sink,Tournament Entry,346.0
T_7618662,U_03510,2025-11-07 02:11:29.108910,iap_purchase,Store Bundle,9.99
T_3541435,U_01220,2025-08-21 11:57:02.862286,iap_purchase,Daily Reward,4.99
T_1464440,U_01676,2025-08-31 03:26:48.280828,coin_source,Store Bundle,4540.0
T_3990346,U_04744,2025-12-21 03:17:00.702070,coin_sink,Store Bundle,2907.0
T_5806512,U_07191,2026-04-09 11:04:11.665166,iap_purchase,Daily Reward,19.99
T_7599691,U_09459,2026-06-12 06:02:11.773177,coin_sink,Daily Reward,3593.0
T_7288764,U_01939,2025-09-11 17:51:28.028802,coin_source,Store Bundle,5170.0
T_5100610,U_08179,2026-05-03 12:38:40.072007,coin_sink,Tournament Entry,2437.0
T_6781450,U_02351,2025-09-25 18:48:21.170117,coin_source,Tournament Entry,9398.0
T_8723893,U_02057,2025-10-15 01:14:10.045004,coin_sink,Store Bundle,2769.0
T_2673911,U_03859,2025-11-28 19:56:45.580558,coin_sink,Baloot Room,1783.0
T_8906082,U_08625,2026-05-19 19:22:46.336633,iap_purchase,Store Bundle,4.99
T_6867114,U_07359,2026-05-05 14:15:09.450945,coin_source,Baloot Room,8149.0
T_3947926,U_01925,2025-09-28 05:35:33.213321,coin_source,Store Bundle,5178.0
T_7312807,U_05264,2026-01-13 02:50:56.705670,iap_purchase,Tournament Entry,4.99
T_7493985,U_08663,2026-05-18 04:40:15.121512,coin_source,Store Bundle,2804.0
T_5042095,U_01497,2025-09-04 14:37:37.425742,coin_sink,Baloot Room,907.0
T_5876231,U_09606,2026-06-25 14:49:17.335733,coin_sink,Baloot Room,3983.0
T_1862496,U_08919,2026-05-23 12:56:57.461746,coin_sink,Daily Reward,4537.0
T_3269243,U_04852,2026-01-21 01:54:03.564356,coin_sink,Tournament Entry,2330.0
T_7544709,U_06903,2026-03-22 22:45:24.032403,coin_sink,Tournament Entry,1946.0
T_8337195,U_09166,2026-06-18 13:20:34.563456,coin_sink,Store Bundle,3519.0
T_3508511,U_01147,2025-08-11 19:59:47.038703,coin_source,Store Bundle,557.0
T_7553261,U_06028,2026-02-15 00:10:48.064806,iap_purchase,Daily Reward,4.99
T_2742573,U_03264,2025-11-13 02:40:25.922592,coin_sink,Daily Reward,2119.0
T_9574266,U_05936,2026-02-03 15:34:47.848784,coin_sink,Daily Reward,3538.0
T_2814394,U_07049,2026-03-16 06:39:55.679567,coin_source,Tournament Entry,2162.0
T_2399337,U_08021,2026-04-22 18:13:21.440144,iap_purchase,Tournament Entry,4.99
T_3181702,U_07473,2026-04-01 18:07:35.805580,coin_sink,Daily Reward,3105.0
T_5155823,U_05119,2026-01-09 19:48:58.973897,coin_sink,Daily Reward,1510.0
T_8441523,U_04530,2025-12-19 07:48:02.808280,coin_source,Tournament Entry,8561.0
T_3681760,U_06374,2026-02-22 15:18:22.790279,coin_sink,Daily Reward,3813.0
T_5788085,U_08022,2026-04-29 19:05:55.355535,coin_source,Store Bundle,2993.0
T_4774138,U_04814,2025-12-24 16:36:34.779477,coin_source,Baloot Room,6423.0
T_3238276,U_01344,2025-09-06 00:35:08.370837,coin_source,Baloot Room,1684.0
T_2983197,U_00946,2025-09-02 11:54:10.045004,coin_source,Daily Reward,1366.0
T_3733876,U_05695,2026-02-06 20:26:34.239423,coin_sink,Baloot Room,4101.0
T_8849214,U_02669,2025-10-29 09:24:06.264626,coin_source,Daily Reward,3414.0
T_9599143,U_09762,2026-06-24 07:29:28.136813,coin_source,Store Bundle,4548.0
T_9489441,U_03762,2025-11-29 06:57:55.787578,coin_source,Tournament Entry,1863.0
T_8023856,U_03016,2025-10-22 01:24:14.905490,coin_sink,Store Bundle,3687.0
T_1348167,U_07137,2026-03-21 11:45:40.234023,coin_sink,Baloot Room,2518.0
T_9494055,U_02765,2025-10-14 21:30:22.142214,coin_sink,Daily Reward,817.0
T_5296714,U_02145,2025-09-18 06:19:54.599459,coin_source,Store Bundle,5632.0
T_3059542,U_09339,2026-06-12 20:54:21.926192,iap_purchase,Store Bundle,4.99
T_4758913,U_01974,2025-09-17 00:31:15.067506,coin_source,Daily Reward,8928.0
T_4895547,U_09548,2026-06-15 12:00:30.243024,coin_source,Store Bundle,3268.0
T_3556283,U_03502,2025-11-11 19:10:57.785778,coin_source,Baloot Room,6089.0
T_6596600,U_00525,2025-07-22 03:04:11.665166,coin_sink,Tournament Entry,687.0
T_8820670,U_09545,2026-06-17 09:22:48.496849,coin_sink,Baloot Room,3013.0
T_7768799,U_03568,2025-11-27 05:00:16.201620,coin_source,Store Bundle,7761.0
T_3326749,U_08523,2026-05-09 02:01:06.966696,coin_source,Baloot Room,8457.0
T_6173024,U_00517,2025-07-23 20:03:40.342034,coin_sink,Baloot Room,4543.0
T_3922779,U_07754,2026-04-21 00:18:26.030603,coin_source,Daily Reward,1177.0
T_3280802,U_08669,2026-05-18 09:55:38.613861,iap_purchase,Baloot Room,4.99
T_2825853,U_08755,2026-05-19 13:16:15.337533,iap_purchase,Daily Reward,4.99
T_2998112,U_06037,2026-02-09 08:03:53.303330,coin_sink,Baloot Room,2580.0
T_2558761,U_01750,2025-09-17 20:16:38.019801,coin_sink,Store Bundle,2463.0
T_6111018,U_08681,2026-05-29 20:26:25.598559,coin_sink,Baloot Room,943.0
T_3757507,U_04999,2026-01-10 10:41:09.126912,coin_source,Tournament Entry,3489.0
T_9845659,U_02071,2025-09-14 13:30:04.860486,coin_source,Store Bundle,3056.0
T_5707962,U_02779,2025-10-10 09:46:16.957695,coin_source,Tournament Entry,8915.0
T_1478239,U_06753,2026-03-05 11:20:36.723672,coin_sink,Daily Reward,1668.0
