user_id,signup_date,country,device,is_subscriber
U_00119,2025-07-05 07:22:42.016201,Bahrain,iOS,0
U_00120,2025-07-05 08:15:15.931593,Saudi Arabia,Andriod,0
U_00121,2025-07-05 09:07:49.846984,UAE,iOS,0
U_00122,2025-07-05 10:00:23.762376,Bahrain,iOS,1
U_00123,2025-07-05 10:52:57.677767,Saudi Arabia,Andriod,1
U_00124,2025-07-05 11:45:31.593159,Saudi Arabia,Andriod,0
U_00125,2025-07-05 12:38:05.508550,Saudi Arabia,iOS,0
U_00126,2025-07-05 13:30:39.423942,Saudi Arabia,Andriod,0
U_00127,2025-07-05 14:23:13.339333,UAE,Andriod,0
U_00128,2025-07-05 15:15:47.254725,UAE,Andriod,0
U_00129,2025-07-05 16:08:21.170117,Saudi Arabia,Andriod,0
U_00130,2025-07-05 17:00:55.085508,Saudi Arabia,Andriod,0
U_00131,2025-07-05 17:53:29.000900,Saudi Arabia,Web,0
U_00132,2025-07-05 18:46:02.916291,Saudi Arabia,iOS,0
U_00133,2025-07-05 19:38:36.831683,Saudi Arabia,Andriod,0
U_00134,2025-07-05 20:31:10.747074,Saudi Arabia,Andriod,0
U_00135,2025-07-05 21:23:44.662466,Qatar,iOS,0
U_00136,2025-07-05 22:16:18.577857,Saudi Arabia,iOS,0
U_00137,2025-07-05 23:08:52.493249,Saudi Arabia,iOS,0
U_00138,2025-07-06 00:01:26.408640,Kuwait,Andriod,0
U_00139,2025-07-06 00:54:00.324032,Saudi Arabia,Andriod,0
U_00140,2025-07-06 01:46:34.239423,Qatar,Andriod,0
U_00141,2025-07-06 02:39:08.154815,Qatar,iOS,0
U_00142,2025-07-06 03:31:42.070207,Saudi Arabia,Andriod,0
U_00143,2025-07-06 04:24:15.985598,Saudi Arabia,Web,0
U_00144,2025-07-06 05:16:49.900990,Saudi Arabia,iOS,0
U_00145,2025-07-06 06:09:23.816381,Saudi Arabia,Andriod,0
U_00146,2025-07-06 07:01:57.731773,Saudi Arabia,Andriod,0
U_00147,2025-07-06 07:54:31.647164,Saudi Arabia,Andriod,1
U_00148,2025-07-06 08:47:05.562556,Saudi Arabia,Andriod,0
U_00149,2025-07-06 09:39:39.477947,Saudi Arabia,Andriod,0
U_00150,2025-07-06 10:32:13.393339,Saudi Arabia,iOS,1
U_00151,2025-07-06 11:24:47.308730,Bahrain,Andriod,0
U_00152,2025-07-06 12:17:21.224122,Saudi Arabia,iOS,0
U_00153,2025-07-06 13:09:55.139513,Saudi Arabia,iOS,0
U_00154,2025-07-06 14:02:29.054905,Saudi Arabia,iOS,0
U_00155,2025-07-06 14:55:02.970297,Other,Andriod,0
U_00156,2025-07-06 15:47:36.885688,Saudi Arabia,Andriod,0
U_00157,2025-07-06 16:40:10.801080,Saudi Arabia,iOS,0
U_00158,2025-07-06 17:32:44.716471,Kuwait,iOS,0
U_00159,2025-07-06 18:25:18.631863,Saudi Arabia,Web,0
U_00160,2025-07-06 19:17:52.547254,Kuwait,Andriod,0
U_00161,2025-07-06 20:10:26.462646,Saudi Arabia,Andriod,0
U_00162,2025-07-06 21:03:00.378037,Saudi Arabia,Andriod,1
U_00163,2025-07-06 21:55:34.293429,Saudi Arabia,Andriod,0
U_00164,2025-07-06 22:48:08.208820,Saudi Arabia,iOS,0
U_00165,2025-07-06 23:40:42.124212,Saudi Arabia,Web,0
U_00166,2025-07-07 00:33:16.039603,UAE,iOS,0
U_00167,2025-07-07 01:25:49.954995,Saudi Arabia,Andriod,0
U_00168,2025-07-07 02:18:23.870387,Saudi Arabia,iOS,0
U_00169,2025-07-07 03:10:57.785778,Saudi Arabia,Andriod,0
U_00170,2025-07-07 04:03:31.701170,Saudi Arabia,Andriod,0
U_00171,2025-07-07 04:56:05.616561,Saudi Arabia,Andriod,1
U_00172,2025-07-07 05:48:39.531953,Saudi Arabia,iOS,0
U_00173,2025-07-07 06:41:13.447344,Saudi Arabia,Andriod,0
U_00174,2025-07-07 07:33:47.362736,Saudi Arabia,iOS,0
U_00175,2025-07-07 08:26:21.278127,Saudi Arabia,iOS,0
U_00176,2025-07-07 09:18:55.193519,Saudi Arabia,iOS,0
U_00177,2025-07-07 10:11:29.108910,Saudi Arabia,Andriod,0
U_00178,2025-07-07 11:04:03.024302,Saudi Arabia,Andriod,0
U_00179,2025-07-07 11:56:36.939693,Qatar,Andriod,0
U_00180,2025-07-07 12:49:10.855085,Saudi Arabia,Andriod,0
U_00181,2025-07-07 13:41:44.770477,Saudi Arabia,Andriod,1
U_00182,2025-07-07 14:34:18.685868,Saudi Arabia,Andriod,0
U_00183,2025-07-07 15:26:52.601260,Bahrain,iOS,1
U_00184,2025-07-07 16:19:26.516651,UAE,iOS,1
U_00185,2025-07-07 17:12:00.432043,Saudi Arabia,Andriod,0
U_00186,2025-07-07 18:04:34.347434,Saudi Arabia,Andriod,0
U_00187,2025-07-07 18:57:08.262826,UAE,Andriod,0
U_00188,2025-07-07 19:49:42.178217,Saudi Arabia,Andriod,0
U_00189,2025-07-07 20:42:16.093609,Saudi Arabia,iOS,0
U_00190,2025-07-07 21:34:50.009000,Saudi Arabia,iOS,0
U_00191,2025-07-07 22:27:23.924392,Saudi Arabia,Andriod,0
U_00192,2025-07-07 23:19:57.839783,Bahrain,iOS,0
U_00193,2025-07-08 00:12:31.755175,Bahrain,iOS,0
U_00194,2025-07-08 01:05:05.670567,Saudi Arabia,Andriod,0
U_00195,2025-07-08 01:57:39.585958,Saudi Arabia,iOS,0
U_00196,2025-07-08 02:50:13.501350,Saudi Arabia,Web,0
U_00197,2025-07-08 03:42:47.416741,Kuwait,Andriod,0
U_00198,2025-07-08 04:35:21.332133,Bahrain,Andriod,0
U_00199,2025-07-08 05:27:55.247524,Bahrain,iOS,0
U_00200,2025-07-08 06:20:29.162916,Kuwait,iOS,1
U_00201,2025-07-08 07:13:03.078307,Saudi Arabia,Andriod,0
U_00202,2025-07-08 08:05:36.993699,Saudi Arabia,iOS,0
U_00203,2025-07-08 08:58:10.909090,Saudi Arabia,iOS,0
U_00204,2025-07-08 09:50:44.824482,Bahrain,iOS,0
U_00205,2025-07-08 10:43:18.739873,Saudi Arabia,iOS,0
U_00206,2025-07-08 11:35:52.655265,Saudi Arabia,iOS,0
U_00207,2025-07-08 12:28:26.570657,Saudi Arabia,Andriod,0
U_00208,2025-07-08 13:21:00.486048,Saudi Arabia,iOS,0
U_00209,2025-07-08 14:13:34.401440,Saudi Arabia,iOS,0
U_00210,2025-07-08 15:06:08.316831,Saudi Arabia,Andriod,0
U_00211,2025-07-08 15:58:42.232223,Saudi Arabia,Web,0
U_00212,2025-07-08 16:51:16.147614,Saudi Arabia,iOS,0
U_00213,2025-07-08 17:43:50.063006,Saudi Arabia,iOS,0
U_00214,2025-07-08 18:36:23.978397,Saudi Arabia,Andriod,0
U_00215,2025-07-08 19:28:57.893789,Kuwait,Web,0
U_00216,2025-07-08 20:21:31.809180,Saudi Arabia,Andriod,0
U_00217,2025-07-08 21:14:05.724572,Saudi Arabia,Andriod,0
U_00218,2025-07-08 22:06:39.639963,Kuwait,iOS,0
U_00219,2025-07-08 22:59:13.555355,Saudi Arabia,Andriod,0
U_00220,2025-07-08 23:51:47.470747,UAE,iOS,1
U_00221,2025-07-09 00:44:21.386138,Saudi Arabia,Andriod,0
U_00222,2025-07-09 01:36:55.301530,Saudi Arabia,Andriod,0
U_00223,2025-07-09 02:29:29.216921,Saudi Arabia,Web,0
U_00224,2025-07-09 03:22:03.132313,Saudi Arabia,iOS,0
U_00225,2025-07-09 04:14:37.047704,Saudi Arabia,iOS,0
U_00226,2025-07-09 05:07:10.963096,Saudi Arabia,Andriod,0
U_00227,2025-07-09 05:59:44.878487,Qatar,Andriod,0
U_00228,2025-07-09 06:52:18.793879,Saudi Arabia,Andriod,0
U_00229,2025-07-09 07:44:52.709270,Bahrain,iOS,0
U_00230,2025-07-09 08:37:26.624662,Saudi Arabia,iOS,1
U_00231,2025-07-09 09:30:00.540054,Kuwait,Andriod,0
U_00232,2025-07-09 10:22:34.455445,Saudi Arabia,iOS,0
U_00233,2025-07-09 11:15:08.370837,Saudi Arabia,Andriod,0
U_00234,2025-07-09 12:07:42.286228,Saudi Arabia,Andriod,0
U_00235,2025-07-09 13:00:16.201620,Saudi Arabia,Andriod,0
U_00236,2025-07-09 13:52:50.117011,Kuwait,Andriod,0
U_00237,2025-07-09 14:45:24.032403,Saudi Arabia,Andriod,0
U_00238,2025-07-09 15:37:57.947794,Saudi Arabia,iOS,0
U_00239,2025-07-09 16:30:31.863186,Saudi Arabia,Andriod,0
U_00240,2025-07-09 17:23:05.778577,Saudi Arabia,iOS,0
U_00241,2025-07-09 18:15:39.693969,Qatar,Andriod,0
U_00242,2025-07-09 19:08:13.609360,Qatar,iOS,0
U_00243,2025-07-09 20:00:47.524752,Bahrain,Andriod,1
U_00244,2025-07-09 20:53:21.440144,Saudi Arabia,iOS,0
U_00245,2025-07-09 21:45:55.355535,Saudi Arabia,iOS,0
U_00246,2025-07-09 22:38:29.270927,Bahrain,Web,0
U_00247,2025-07-09 23:31:03.186318,Saudi Arabia,iOS,0
U_00248,2025-07-10 00:23:37.101710,Qatar,Andriod,0
U_00249,2025-07-10 01:16:11.017101,Qatar,Web,0
U_00250,2025-07-10 02:08:44.932493,UAE,iOS,0
U_00251,2025-07-10 03:01:18.847884,Saudi Arabia,Andriod,0
U_00252,2025-07-10 03:53:52.763276,Saudi Arabia,iOS,0
U_00253,2025-07-10 04:46:26.678667,UAE,iOS,0
U_00254,2025-07-10 05:39:00.594059,Saudi Arabia,Andriod,0
U_00255,2025-07-10 06:31:34.509450,Saudi Arabia,Web,0
U_00256,2025-07-10 07:24:08.424842,Saudi Arabia,iOS,0
U_00257,2025-07-10 08:16:42.340234,Qatar,Andriod,0
U_00258,2025-07-10 09:09:16.255625,Saudi Arabia,Andriod,1
U_00259,2025-07-10 10:01:50.171017,Saudi Arabia,Andriod,0
U_00260,2025-07-10 10:54:24.086408,Saudi Arabia,iOS,0
U_00261,2025-07-10 11:46:58.001800,Saudi Arabia,Andriod,0
U_00262,2025-07-10 12:39:31.917191,Other,Andriod,0
U_00263,2025-07-10 13:32:05.832583,Saudi Arabia,Andriod,0
U_00264,2025-07-10 14:24:39.747974,Saudi Arabia,Web,1
U_00265,2025-07-10 15:17:13.663366,UAE,Andriod,0
U_00266,2025-07-10 16:09:47.578757,Kuwait,iOS,0
U_00267,2025-07-10 17:02:21.494149,Saudi Arabia,Andriod,0
U_00268,2025-07-10 17:54:55.409540,Kuwait,iOS,0
U_00269,2025-07-10 18:47:29.324932,Saudi Arabia,iOS,0
U_00270,2025-07-10 19:40:03.240324,Saudi Arabia,Andriod,0
U_00271,2025-07-10 20:32:37.155715,UAE,iOS,0
U_00272,2025-07-10 21:25:11.071107,UAE,Andriod,0
U_00273,2025-07-10 22:17:44.986498,UAE,Web,0
U_00274,2025-07-10 23:10:18.901890,Bahrain,iOS,1
U_00275,2025-07-11 00:02:52.817281,Saudi Arabia,Web,0
U_00276,2025-07-11 00:55:26.732673,Saudi Arabia,Andriod,0
U_00277,2025-07-11 01:48:00.648064,Kuwait,Andriod,0
U_00278,2025-07-11 02:40:34.563456,Saudi Arabia,Andriod,0
U_00279,2025-07-11 03:33:08.478847,Kuwait,iOS,0
U_00280,2025-07-11 04:25:42.394239,Kuwait,Andriod,0
U_00281,2025-07-11 05:18:16.309630,Bahrain,Andriod,0
U_00282,2025-07-11 06:10:50.225022,Saudi Arabia,iOS,1
U_00283,2025-07-11 07:03:24.140414,Saudi Arabia,Web,0
U_00284,2025-07-11 07:55:58.055805,Saudi Arabia,Andriod,0
U_00285,2025-07-11 08:48:31.971197,Saudi Arabia,iOS,0
U_00286,2025-07-11 09:41:05.886588,Saudi Arabia,iOS,0
U_00287,2025-07-11 10:33:39.801980,Saudi Arabia,Andriod,1
U_00288,2025-07-11 11:26:13.717371,Saudi Arabia,iOS,0
U_00289,2025-07-11 12:18:47.632763,Saudi Arabia,Andriod,0
U_00290,2025-07-11 13:11:21.548154,Saudi Arabia,iOS,0
U_00291,2025-07-11 14:03:55.463546,Saudi Arabia,Andriod,0
U_00292,2025-07-11 14:56:29.378937,Saudi Arabia,iOS,0
U_00293,2025-07-11 15:49:03.294329,UAE,iOS,0
U_00294,2025-07-11 16:41:37.209720,Saudi Arabia,Andriod,1
U_00295,2025-07-11 17:34:11.125112,Saudi Arabia,Andriod,0
U_00296,2025-07-11 18:26:45.040504,Saudi Arabia,Web,0
U_00297,2025-07-11 19:19:18.955895,Kuwait,Andriod,0
U_00298,2025-07-11 20:11:52.871287,Saudi Arabia,iOS,0
U_00299,2025-07-11 21:04:26.786678,Saudi Arabia,iOS,0
U_00300,2025-07-11 21:57:00.702070,Saudi Arabia,Andriod,0
U_00301,2025-07-11 22:49:34.617461,Saudi Arabia,Web,0
U_00302,2025-07-11 23:42:08.532853,Saudi Arabia,Andriod,0
U_00303,2025-07-12 00:34:42.448244,Saudi Arabia,iOS,0
U_00304,2025-07-12 01:27:16.363636,Saudi Arabia,Web,0
U_00305,2025-07-12 02:19:50.279027,Kuwait,iOS,0
U_00306,2025-07-12 03:12:24.194419,Qatar,Andriod,0
U_00307,2025-07-12 04:04:58.109810,Saudi Arabia,Web,0
U_00308,2025-07-12 04:57:32.025202,Saudi Arabia,iOS,0
U_00309,2025-07-12 05:50:05.940594,Kuwait,Web,0
U_00310,2025-07-12 06:42:39.855985,Saudi Arabia,iOS,0
U_00311,2025-07-12 07:35:13.771377,Saudi Arabia,Web,0
U_00312,2025-07-12 08:27:47.686768,Saudi Arabia,iOS,0
U_00313,2025-07-12 09:20:21.602160,Saudi Arabia,Web,0
U_00314,2025-07-12 10:12:55.517551,Qatar,iOS,1
U_00315,2025-07-12 11:05:29.432943,UAE,Andriod,0
U_00316,2025-07-12 11:58:03.348334,Saudi Arabia,Andriod,0
U_00317,2025-07-12 12:50:37.263726,Saudi Arabia,Andriod,0
U_00318,2025-07-12 13:43:11.179117,Saudi Arabia,iOS,0
U_00319,2025-07-12 14:35:45.094509,Saudi Arabia,Andriod,0
U_00320,2025-07-12 15:28:19.009900,Saudi Arabia,iOS,1
U_00321,2025-07-12 16:20:52.925292,Saudi Arabia,Andriod,0
U_00322,2025-07-12 17:13:26.840684,Kuwait,iOS,0
U_00323,2025-07-12 18:06:00.756075,Saudi Arabia,Web,0
U_00324,2025-07-12 18:58:34.671467,Saudi Arabia,iOS,1
U_00325,2025-07-12 19:51:08.586858,Qatar,iOS,0
U_00326,2025-07-12 20:43:42.502250,Kuwait,iOS,0
U_00327,2025-07-12 21:36:16.417641,Saudi Arabia,Andriod,0
U_00328,2025-07-12 22:28:50.333033,Saudi Arabia,iOS,0
U_00329,2025-07-12 23:21:24.248424,Saudi Arabia,Andriod,0
U_00330,2025-07-13 00:13:58.163816,Saudi Arabia,Andriod,0
U_00331,2025-07-13 01:06:32.079207,Saudi Arabia,Andriod,0
U_00332,2025-07-13 01:59:05.994599,Kuwait,Andriod,0
U_00333,2025-07-13 02:51:39.909990,Saudi Arabia,iOS,0
U_00334,2025-07-13 03:44:13.825382,Saudi Arabia,Andriod,0
U_00335,2025-07-13 04:36:47.740774,Saudi Arabia,iOS,0
U_00336,2025-07-13 05:29:21.656165,Saudi Arabia,Andriod,0
U_00337,2025-07-13 06:21:55.571557,UAE,iOS,0
U_00338,2025-07-13 07:14:29.486948,Kuwait,Andriod,0
U_00339,2025-07-13 08:07:03.402340,Saudi Arabia,iOS,0
U_00340,2025-07-13 08:59:37.317731,Saudi Arabia,Andriod,1
U_00341,2025-07-13 09:52:11.233123,Saudi Arabia,iOS,1
U_00342,2025-07-13 10:44:45.148514,Saudi Arabia,Andriod,0
U_00343,2025-07-13 11:37:19.063906,Saudi Arabia,iOS,0
U_00344,2025-07-13 12:29:52.979297,Saudi Arabia,Andriod,0
U_00345,2025-07-13 13:22:26.894689,Saudi Arabia,Web,0
U_00346,2025-07-13 14:15:00.810081,Saudi Arabia,Andriod,0
U_00347,2025-07-13 15:07:34.725472,Saudi Arabia,Andriod,0
U_00348,2025-07-13 16:00:08.640864,Saudi Arabia,Web,0
U_00349,2025-07-13 16:52:42.556255,Saudi Arabia,Andriod,1
U_00350,2025-07-13 17:45:16.471647,Saudi Arabia,Andriod,0
U_00351,2025-07-13 18:37:50.387038,Saudi Arabia,Andriod,0
U_00352,2025-07-13 19:30:24.302430,UAE,Andriod,0
U_00353,2025-07-13 20:22:58.217821,Saudi Arabia,iOS,0
U_00354,2025-07-13 21:15:32.133213,Saudi Arabia,Andriod,0
U_00355,2025-07-13 22:08:06.048604,Saudi Arabia,Andriod,1
U_00356,2025-07-13 23:00:39.963996,Saudi Arabia,iOS,0
U_00357,2025-07-13 23:53:13.879387,Saudi Arabia,Andriod,0
U_00358,2025-07-14 00:45:47.794779,Saudi Arabia,iOS,0
U_00359,2025-07-14 01:38:21.710171,Qatar,iOS,0
U_00360,2025-07-14 02:30:55.625562,Saudi Arabia,Andriod,0
U_00361,2025-07-14 03:23:29.540954,Saudi Arabia,Andriod,1
U_00362,2025-07-14 04:16:03.456345,Saudi Arabia,Andriod,0
U_00363,2025-07-14 05:08:37.371737,Saudi Arabia,Web,0
U_00364,2025-07-14 06:01:11.287128,Saudi Arabia,Andriod,1
U_00365,2025-07-14 06:53:45.202520,Qatar,iOS,0
U_00366,2025-07-14 07:46:19.117911,Saudi Arabia,iOS,0
U_00367,2025-07-14 08:38:53.033303,Qatar,Andriod,1
U_00368,2025-07-14 09:31:26.948694,Bahrain,iOS,0
U_00369,2025-07-14 10:24:00.864086,Saudi Arabia,Andriod,0
U_00370,2025-07-14 11:16:34.779477,Saudi Arabia,Andriod,0
U_00371,2025-07-14 12:09:08.694869,Saudi Arabia,iOS,0
U_00372,2025-07-14 13:01:42.610261,Saudi Arabia,Web,0
U_00373,2025-07-14 13:54:16.525652,Saudi Arabia,Andriod,0
U_00374,2025-07-14 14:46:50.441044,Saudi Arabia,Andriod,0
U_00375,2025-07-14 15:39:24.356435,Saudi Arabia,Web,0
U_00376,2025-07-14 16:31:58.271827,Saudi Arabia,Andriod,0
U_00377,2025-07-14 17:24:32.187218,UAE,iOS,0
U_00378,2025-07-14 18:17:06.102610,Saudi Arabia,Andriod,0
U_00379,2025-07-14 19:09:40.018001,UAE,Andriod,0
U_00380,2025-07-14 20:02:13.933393,Saudi Arabia,Andriod,0
U_00381,2025-07-14 20:54:47.848784,Saudi Arabia,Andriod,0
U_00382,2025-07-14 21:47:21.764176,Saudi Arabia,Andriod,0
U_00383,2025-07-14 22:39:55.679567,Saudi Arabia,iOS,0
U_00384,2025-07-14 23:32:29.594959,UAE,Andriod,0
U_00385,2025-07-15 00:25:03.510351,Kuwait,Andriod,0
U_00386,2025-07-15 01:17:37.425742,UAE,iOS,0
U_00387,2025-07-15 02:10:11.341134,Saudi Arabia,iOS,1
U_00388,2025-07-15 03:02:45.256525,Saudi Arabia,Web,0
U_00389,2025-07-15 03:55:19.171917,Kuwait,Andriod,1
U_00390,2025-07-15 04:47:53.087308,UAE,Andriod,0
U_00391,2025-07-15 05:40:27.002700,Other,Andriod,0
U_00392,2025-07-15 06:33:00.918091,Saudi Arabia,Andriod,0
U_00393,2025-07-15 07:25:34.833483,Saudi Arabia,Andriod,0
U_00394,2025-07-15 08:18:08.748874,Kuwait,Andriod,0
U_00395,2025-07-15 09:10:42.664266,Saudi Arabia,iOS,0
